Entity Name;Trade Name;License Number;Facility Type;Address;Address Zip Code;Location;Telephone Number;Number of Spaces
WEST 89 STREET PARKING LLC;;1117864;Parking Garage;"205 209 WEST 89 STREET
NEW YORK, NY 10024";10024;40.7836255682,-73.9665390006;2126869800;51
BPG 149TH LLC;;1351053;Parking Garage;"225 149 STREET
BRONX, NY 10451";10451;40.8178578182,-73.924263616;2123491800;156
EDISON NY PARKING, LLC;;1250358;Parking Garage;"1120 AVENUE
NEW YORK, NY 10036";10036;40.7593468272,-73.9898605544;2129979096;648
340 E 34 GARAGE CORP;;1245680;Parking Garage;"340 34 STREET
NEW YORK, NY 10016";10016;40.7440748515,-73.9741986365;2127367171;41
72ND STREET LLC;;1152232;Parking Garage;"517 71 STREET
NEW YORK, NY 10021";10021;40.7658807836,-73.9534715206;2124903460;50
157 57TH THIRD CORP;;1005180;Parking Garage;"952 3 AVENUE
NEW YORK, NY 10022";10022;40.7601336319,-73.9676678894;2123558962;83
F & R PARKING LOT CORP;;1356319;Parking Garage;"65 NEW YORK AVENUE
BROOKLYN, NY 11216";11216;40.6779025204,-73.9469233163;7183295670;90
CENTRAL PARKING SYSTEM OF NEW YORK, INC.;;975257;Parking Lot;"91 133 BLEECKER STREET
NEW YORK, NY 10012";10012;40.7255380209,-73.9978964106;2126296602;670
CENTRAL PARKING SYSTEM OF NEW YORK, INC;;1031644;Parking Lot;"5141 BROADWAY
NEW YORK, NY 10034";10034;40.8728038068,-73.9122533351;2125025490;30
F H PARKING LOT INC;;1181309;Parking Lot;"454 GOUVERNEUR PLACE
BRONX, NY 10456";10456;40.8291473871,-73.9081802176;7184020844;34
CHAMPION CONFUCIUS, LLC;;1146910;Parking Garage;"2 DIVISION STREET
NEW YORK, NY 10002";10002;40.7140833598,-73.9974210554;2123085959;300
CARABALLO, EDILBERTO;184TH STREET PARKING;1017361;Parking Lot;"453 184 STREET
BRONX, NY 10458";10458;40.8561686736,-73.893372377;7185633988;18
PLAZA GARAGE CORP;GGMC;736268;Parking Garage;"1751 1763 2 AVENUE
NEW YORK, NY 10128";10128;40.7817700006,-73.9506281491;2129966363;104
TOWER EAST GARAGE   CORP;;367970;Parking Garage;"191 71 STREET
NEW YORK, NY 10021";10021;40.7691724335,-73.9613216259;2128887400;62
CHAP-SUN GARAGE LLC;;959101;Parking Garage;"148 48 STREET
NEW YORK, NY 10036";10036;40.759444265,-73.9832278297;2125759133;300
323 WEST 34 STREET, LLC;MEYERS PARKING;1182737;Parking Garage;"323 345 WEST 34 STREET
NEW YORK, NY 10001";10001;40.7502590214,-73.9968863038;2125025490;500
SWEETS PARKING I, INC.;;1221665;Parking Garage;"437 MADISON AVENUE
NEW YORK, NY 10022";10022;40.7575377023,-73.9757994297;2127533100;116
MEAT MARKET GARAGE INC;;469196;Parking Lot;"259 MULBERRY STREET
NEW YORK, NY 10012";10012;40.7234941217,-73.9956762531;2129893100;15
S&R PARKING INC;;900877;Parking Lot;"312 318 WEST 37 STREET
MANHATTAN, NY 10018";10018;40.7568407746,-73.9966914998;7187842640;77
M H M PARKING LLC;;731394;Parking Garage;"560 3 AVENUE
NEW YORK, NY 10016";10016;40.7479509295,-73.9765188873;2126869800;300
CENTRAL PARKING SYSTEM OF NEW YORK, INC;;1101577;Parking Garage;"200 161 STREET
BRONX, NY 10451";10451;40.8263628647,-73.9211556234;7185885425;1208
RAPID MANAGEMENT CORP;;1272935;Parking Garage;"333 38 STREET
NEW YORK, NY 10016";10016;40.746492205,-73.9720505806;2128667000;146
PHOENIX REALTY GROUP LLC;;1343912;Parking Garage;"41 02 QUEENS BOULEVARD
SUNNYSIDE, NY 11104";11104;40.7448933666,-73.9205413453;3472423710;29
WEBSTER TIRE PARK INC.;;1312675;Parking Lot;"2036 WEBSTER AVENUE
BRONX, NY 10457";10457;40.8508981976,-73.8989812612;7183640180;87
STANDARD PARKING CORPORATION;;1280334;Parking Lot;"750 RIVER AVENUE
BRONX, NY 10451";10451;40.8249002179,-73.927613802;7185384249;120
605 THIRD AVENUE FEE LLC;GEMINI GARAGE;1347115;Parking Garage;"222 40 STREET
NEW YORK, NY 10016";10016;40.7490768588,-73.9745157256;2127526790;750
PROMPT PARKING CORP.;;1061393;Parking Lot;"58 18 STREET
BROOKLYN, NY 11226";11226;40.6499190345,-73.9631986052;7329058338;60
THOMPSON, ALFREDO;GARFIELD SERVICE GARAGE;363056;Parking Garage;"187A 201 GARFIELD PLACE
BROOKLYN, NY 11215";11215;40.6655572514,-73.9796815356;7187889851;40
WELLESLEY PARKING LLC;;1319305;Parking Garage;"203 71 STREET
NEW YORK, NY 10021";10021;40.7690478859,-73.961026159;2122495514;98
WINDSOR GARAGE LLC;;1213626;Parking Garage;"108 24 71ST ROAD
FOREST HILLS, NY 11375";11375;40.720707263,-73.8462842961;2129562280;110
29 OPERATING CORP;;1066115;Parking Lot;"613 29 STREET
NEW YORK, NY 10001";10001;40.7531759905,-74.0055220228;2125755335;46
PARK 70 LLC;;1357129;Parking Garage;"400 70 STREET
NEW YORK, NY 10021";10021;40.7663600514,-73.956625884;2123272626;56
ILAN APARTMENTS LLC;;1318874;Parking Garage;"41 90 FRAME PLACE
FLUSHING, NY 11355";11355;40.7512997969,-73.8214785479;7188997593;18
FLUSHING CENTER INC;;889309;Parking Garage;"135 20 39 AVENUE
QUEENS, NY 11354";11354;40.7686202206,-73.8271902807;7184606666;178
EXCELLENT PARKING LLC;;782517;Parking Garage;"153 155 EAST 29 STREET
NEW YORK, NY 10016";10016;40.74524297,-73.9782329859;2126869800;123
STANDARD PARKING CORPORATION;;1029322;Parking Garage;"200 CENTRAL PARK
NEW YORK, NY 10024";10024;40.7806232988,-73.9727597212;2123137275;424
ALLIANCE ETON PARKING LLC;;1300918;Parking Garage;"345 81 STREET
NEW YORK, NY 10028";10028;40.773931684,-73.9523146953;2125810535;53
ALLIANCE ELEMENT PARKING, LLC;;1300924;Parking Garage;"555 59 STREET
NEW YORK, NY 10019";10019;40.7713512887,-73.9898288534;2125810535;190
EAST 71ST STREET    GARAGE CORP;MUTUAL PARKING;469813;Parking Garage;"135 71 STREET
NEW YORK, NY 10021";10021;40.7697272028,-73.9626308814;2128887400;54
HILLSIDE MANAGEMENT ASSOCIATES CORP;;972208;Parking Lot;"179 18 HILLSIDE AVENUE
QUEENS, NY 11432";11432;40.7131153545,-73.7928209998;7185235510;22
MEMORIAL SLOAN KETTERING CANCER CENTER;;881098;Parking Garage;"433 66 STREET
NEW YORK, NY 10065";10065;40.7637016778,-73.9580355554;2126397711;87
CENTRAL PARKING SYSTEM OF NEW YORK, INC;;1096744;Parking Garage;"776 6 AVENUE
NEW YORK, NY 10001";10001;40.7449202142,-73.9913217279;2122521673;92
CENTRAL PARKING SYSTEM OF NEW YORK INC;;962013;Parking Lot;"1241 1251
NEW YORK, NY 10001";10001;40.7502590214,-73.9968863038;2126296602;80
LAZ PARKING NEW YORK/NEW JERSEY, LLC;;1290457;Parking Garage;"3804 NOSTRAND AVENUE
BROOKLYN, NY 11235";11235;40.5910242215,-73.9401704664;2122652239;69
CAROLE GARDENS REALTY LLC;;1205833;Parking Garage;"139 21 86TH AVENUE
JAMAICA, NY 11435";11435;40.7011926491,-73.8097966558;2125358670;24
68-60 AUSTIN STREET REALTY CORP;;1129469;Parking Garage;"68 60 AUSTIN STREET
FOREST HILLS, NY 11375";11375;40.720707263,-73.8462842961;7182681085;85
EAST RIVER PARKING CORP;;1180744;Parking Garage;"345 94 STREET
NEW YORK, NY 10128";10128;40.7820712073,-73.9459419383;2127367171;36
SAGE PARKING CORP;SAGE PARKING;1037756;Parking Garage;"1295 JEROME AVENUE
BRONX, NY 10452";10452;40.8381607589,-73.9192974755;7185387336;240
520 WEST PARKING CORP;;984363;Parking Garage;"520 43 STREET
NEW YORK, NY 10036";10036;40.7607509955,-73.9961220657;2127367171;75
MP BETH PARKING LLC;;1334110;Parking Garage;"225 RECTOR PLACE
NEW YORK, NY 10280";10280;40.7091721636,-74.0160710702;2124903476;114
NEW YORK SKYPORTS INC;;1192349;Parking Garage;"23 RIVER DRIVE
NEW YORK, NY 10010";10010;40.7125125307,-73.9779895854;2125667081;180
145 EAST 16TH STREET GARAGE CORP;;368201;Parking Garage;"144 17 STREET
NEW YORK, NY 10003";10003;40.7356693698,-73.9869637269;2128887400;47
STABLE CAR PARKING, INC;;1097397;Parking Garage;"614 153 STREET
NEW YORK, NY 10031";10031;40.8318217019,-73.9475966909;2129799815;135
ST JOSEPH'S COLLEGE N Y;;363732;Parking Lot;"210 VANDERBILT AVENUE
BKLYN, NY 11205";11205;40.6911009327,-73.9694677289;7186366820;75
NEW OGDEN PARKING INC;;1117512;Parking Garage;"156 166 STREET
BRONX, NY 10452";10452;40.8320058469,-73.9201447174;7184662000;100
QUIK PARK 61 STREET, LLC;;1192969;Parking Garage;"510 62 STREET
NEW YORK, NY 10021";10021;40.6381605035,-74.0170686547;2128322066;50
LIVINGSTON STREET PARKING LLC;;1100843;Parking Garage;"111 LIVINGSTON STREET
BROOKLYN, NY 11201";11201;40.6910968757,-73.9895532207;2126869800;150
RIBAR PARKING LLC;;1262404;Parking Garage;"160 10 STREET
NEW YORK, NY 10014";10014;40.7343981465,-74.0019427211;2129293041;200
EAST 61ST STREET PARKING GARAGE CORP;;1361354;Parking Garage;"150 61TH ST
NEW YORK, NY 10021";10021;40.7692053277,-73.9591839411;2127367171;69
IMPERIAL PARKING (U.S.) INC;;1257431;Parking Garage;"528 20 STREET
NEW YORK, NY 10009";10009;40.7338268486,-73.9775790733;2129378660;320
622 WEST 57TH STREET CO L.P.;;923714;Parking Lot;"789 11 AVENUE
NEW YORK, NY 10019";10019;40.7689752691,-73.9925262525;2128887400;40
PROPARK AMERICA NEW YORK LLC;;1338829;Parking Lot;"171 230 STREET
BRONX, NY 10463";10463;40.8767680168,-73.9052340875;9144786300;150
A.M.D. LLC;;960635;Parking Garage;"400 59 STREET
NEW YORK, NY 10019";10019;40.769363787,-73.985080433;2129562280;294
310 EAST 48TH STREET GARAGE, LLC;;1155370;Parking Garage;"308 316 EAST 48 STREET
NEW YORK, NY 10017";10017;40.7524565274,-73.9729764809;2128887400;300
C.V. PARKING LLC.;;1256344;Parking Garage;"200 CABRINI BOULEVARD
NEW YORK, NY 10033";10033;40.8547028089,-73.938669396;2127959070;525
JENUWEN CAR PARK INC;;1250775;Parking Garage;"590 FLATBUSH AVENUE
BROOKLYN, NY 11225";11225;40.659248374,-73.9605855688;2122216111;121
PEARL PARKING LLC;;1068100;Parking Lot;"243 PEARL STREET
NEW YORK, NY 10038";10038;40.7076456126,-74.0048630894;2126869800;92
JUST-PERR AUTO SALES INC.;BX AUTO SALES;1268604;Parking Lot;"2040 WESTCHESTER AVENUE
BRONX, NY 10462";10462;40.8336643801,-73.8564402602;7189311100;27
KINNEY SYSTEM INC;;429477;Parking Lot;"253 47 STREET
NEW YORK, NY 10036";10036;40.7600198311,-73.9865553212;2128894444;41
CADILLAC LEASING LIMITED PARTNERSHIP;;942550;Parking Garage;"123 60 83 AVENUE
QUEENS, NY 11415";11415;40.7082860751,-73.8285561216;7185208620;94
HILARY GARDENS GARAGE CO., LLC;;1231149;Parking Garage;"300 MERCER STREET
NEW YORK, NY 10003";10003;40.7288159082,-73.9950085173;7188969600;225
MARK TWAIN GARAGE CORP;;906410;Parking Garage;"100 12 STREET
MANHATTAN, NY 10011";10011;40.7360256901,-73.9978590532;2129562280;40
F&T MANAGEMENT & PARKING CORP.;;1129460;Parking Garage;"39 07 PRINCE STREET
QUEENS, NY 11354";11354;40.7686202206,-73.8271902807;7188882828;126
MARGARET E PESCATORE PARKING INC;;765883;Parking Lot;"98 100 BAYARD STREET
NEW YORK, NY 10013";10013;40.7212421888,-74.0088890002;6462506784;12
207 GARAGE LLC;;1160254;Parking Lot;"3875 9 AVENUE
NEW YORK, NY 10034";10034;40.8636945254,-73.9170230204;8004090819;149
PARK AND GO, LLC;;1227293;Parking Lot;"179 108 STREET
NEW YORK, NY 10029";10029;40.7934373969,-73.9449861062;2129999999;25
A R WALKER & COMPANY INC;;469004;Parking Lot;"161 82 STREET
NEW YORK, NY 10024";10024;40.7846548597,-73.9757608496;2127245803;15
CENTRAL GARAGE CORP.;;980378;Parking Lot;"860 5 AVENUE
NEW YORK, NY 10021";10021;40.769882244,-73.9688563048;2127367171;96
ADONIS PARKING LLC;;1095789;Parking Garage;"201 56 STREET
NEW YORK, NY 10022";10022;40.7595798846,-73.9679658469;2124903460;150
JAY B REALTY CORP;;367661;Parking Lot;"354 52 STREET
NEW YORK, NY 10019";10019;40.7641705312,-73.9867678927;2122658189;18
MYRTLE GARAGE CORP;;1341239;Parking Lot;"225 FLATBUSH AVENUE EXTENSION
BROOKLYN, NY 11201";11201;40.6934718687,-73.9830774939;2127367171;60
CENTRAL PARKING SYSTEM OF NEW YORK, INC;;1200151;Parking Lot;"2032 CRESTON AVENUE
BRONX, NY 10453";10453;40.8521456714,-73.9053411604;2125025490;49
WILLBE PARKING LLC;;1328217;Parking Garage;"318 15 STREET
NEW YORK, NY 10003";10003;40.7326714482,-73.9835875585;2129299409;30
PROPARK AMERICA NEW YORK LLC;;1335541;Parking Garage;"21 COOK STREET
BROOKLYN, NY 11206";11206;40.7023097699,-73.9430974945;7182467275;94
CENTRAL PARKING SYSTEM OF NEW YORK INC;;1177347;Parking Lot;"1811 EASTCHESTER ROAD
BRONX, NY 10461";10461;40.8502619872,-73.8448551495;2125025490;225
RAPID E 77TH ST CORP;;927032;Parking Garage;"150 77 STREET
NEW YORK, NY 10021";10021;40.6309393312,-74.032383255;2128661000;37
29 OPERATING CORP;;1258489;Parking Lot;"260 270 12 AVENUE
NEW YORK, NY 10001";10001;40.7502590214,-73.9968863038;2125755335;89
201 PEARL PARKING CORP.;;1320741;Parking Garage;"201 PEARL STREET
NEW YORK, NY 10038";10038;40.7068706332,-74.0066411129;2127367171;44
SOUTH PLAZA GARAGE LLC;;1135112;Parking Garage;"308 330 EAST 26 STREET
NEW YORK, NY 10010";10010;40.7391407821,-73.9828984564;2126869800;62
BRILLIANT PARKING CORP.;;1252781;Parking Garage;"284 DYCKMAN STREET
NEW YORK, NY 10034";10034;40.86710363,-73.9292605807;2125696249;100
GUIDO, FRANK G;;929734;Parking Garage;"117 CARROLL STREET
BROOKLYN, NY 11231";11231;40.6824156718,-74.0012773821;7188522325;23
STANDARD PARKING CORPORATION;;1290045;Parking Garage;"89 35 162 STREET
JAMAICA, NY 11432";11432;40.7131153545,-73.7928209998;2129163480;405
PURE ROYALTY ENTERPRISES LLC;PURE ROYALTY PARKING GARAGE;1243733;Parking Lot;"1843 CROTONA AVENUE
BRONX, NY 10457";10457;40.8436224256,-73.8927433112;7182942419;35
BEST BUY AUTOMOTIVE, INC.;;1174338;Garage - Parking Lot Combo;"1855 TREMONT AVENUE
BRONX, NY 10460";10460;40.8407171357,-73.8660323604;7188636816;100
KALIMIAN-KASHANI, ROUHOUAH;ROY-AL COMPANY;1191803;Parking Garage;"436 81ST STREET
NEW YORK, NY 10028";10028;40.7731482413,-73.9506028872;2127518050;14
IMPARK HSW LLC;;1127480;Parking Garage;"300 77 STREET
NEW YORK, NY 10075";10075;40.7718189361,-73.9555556908;2129378660;28
PINE PARKING CORP;;1141698;Parking Garage;"111 115 VARICK STREET
NEW YORK, NY 10013";10013;40.7212421888,-74.0088890002;8007985701;183
ENTERPRISE GOLD PARKING, LLC;;1323621;Parking Lot;"306 GOLD STREET
BROOKLYN, NY 11201";11201;40.6949633432,-73.9832999562;2126270012;122
CENTRAL PARKING SYSTEM OF NEW YORK, INC;;1206738;Parking Garage;"150 01 89TH AVENUE
JAMAICA, NY 11432";11432;40.7131153545,-73.7928209998;2125025490;358
CENTRAL PARKING SYSTEM OF NEW YORK, INC.;;1211714;Parking Garage;"300 CADMAN PLAZA
BROOKLYN, NY 11201";11201;40.6951994834,-73.9909423149;7186240316;349
CENTRAL PARKING SYSTEM OF NEW YORK, INC.;;1279597;Parking Lot;"3260 WESTCHESTER AVENUE
BRONX, NY 10461";10461;40.852442253,-73.8281748003;2125025490;176
QUIK PARK BLOOM LLC;;1262707;Parking Garage;"169 175 EAST 60 STREET
NEW YORK, NY 10022";10022;40.758630224,-73.9680918222;2128322066;34
PARK SLOPE RENTAL CORP.;;1073375;Parking Lot;"142 9 STREET
BROOKLYN, NY 11215";11215;40.6722969216,-73.9928275926;7188020222;18
CHAMPION PARKING 46, LLC;;1300539;Parking Garage;"247 46 STREET
NEW YORK, NY 10036";10036;40.7591699815,-73.9864027681;2123085959;101
BETHON, JOHN;J BETHON GARAGE;363695;Parking Garage;"46 DIAMOND STREET
BROOKLYN, NY 11222";11222;40.7243698805,-73.9461206117;7183832508;5
UNION SQUARE CAR PARK LLC;GGMC;1010570;Parking Garage;"1 IRVING PLACE
NEW YORK, NY 10003";10003;40.7340090658,-73.9888019128;2129966363;198
JONATHAN & GABRIELLE PARKING INC;;1134343;Parking Garage;"1521 INWOOD AVENUE
BRONX, NY 10452";10452;40.8427863035,-73.9173493433;7187310931;100
PARK 139TH LLC.;;1354465;Parking Garage;"29 138TH STREET
NEW YORK, NY 10037";10037;40.8144959436,-73.935763993;2122340882;72
520 EAST 81ST STREET GARAGE, CORP;;1125479;Parking Garage;"520 81 STREET
NEW YORK, NY 10028";10028;40.7721606785,-73.9481632637;2129771300;33
METROPOLITAN 51 PARKING, LLC;;1234298;Parking Garage;"569 573 LEXINGTON AVENUE
NEW YORK, NY 10022";10022;40.758630224,-73.9680918222;2126869800;200
WEST 25TH LLC;;1135396;Parking Lot;"39 25 STREET
NEW YORK, NY 10010";10010;40.7419133251,-73.9864217858;2124903460;18
ENTERPRISE 60 WEST LLC.;;1307111;Parking Garage;"10 END AVENUE
NEW YORK, NY 10023";10023;40.5636133304,-74.1788181627;2126270012;150
THE HERTZ CORP;;427326;Parking Garage;"412 90 STREET
NEW YORK, NY 10128";10128;40.7789955259,-73.9464635451;2129865912;150
RAVNER, HARVEY AND RAVNER,WENDIE AND ZIGELBAUM, LEONARD ETAL;304_ASSOCIATES;912341;Parking Garage;"304 49 STREET
NEW YORK, NY 10019";10019;40.7619533735,-73.9872388059;2122445064;205
CENTRAL PARKING SYSTEM OF NEW YORK INC;;1202774;Parking Garage;"7 HANOVER SQUARE
NEW YORK, NY 10004";10004;40.7043068314,-74.0091822634;2125025490;67
REALITY PARKING LLC;;1306466;Parking Garage;"900 8 AVENUE
NEW YORK, NY 10019";10019;40.7648006757,-73.9842524514;2126869800;355
NEW REGENT GARAGE CO., LLC;;1192260;Parking Garage;"181 73 STREET
NEW YORK, NY 10021";10021;40.7706485523,-73.9605446012;2125353865;53
KINNEY PARKING SYSTEM INC;CENTRAL PARKING SYSTEM;1206084;Parking Garage;"515 7TH AVENUE
NEW YORK, NY 10018";10018;40.7532659227,-73.988956511;2125025490;450
METROPOLITAN STORAGE CORP;;1026540;Parking Lot;"1918 1 AVENUE
NEW YORK, NY 10029";10029;40.7857711414,-73.9428302267;2127533100;233
GOOD DEAL TIME SQUARE PARKING, INC.;;1251177;Parking Lot;"250 43 STREET
NEW YORK, NY 10036";10036;40.7575287091,-73.988425911;2129911550;80
ENTERPRISE 30TH STREET GARAGE LLC;;1060717;Parking Lot;"343 10 AVENUE
NEW YORK, NY 10001";10001;40.7520779695,-74.001024948;2127442277;50
INTERTOWN PARKING   CORP;;429675;Parking Garage;"55 END AVENUE
NEW YORK, NY 10028";10028;40.5635498416,-74.1787086636;2127367171;90
QUIK PARK TRIBECA LLC;;1321864;Parking Garage;"450 WASHINGTON STREET
NEW YORK, NY 10013";10013;40.7239839974,-74.0102434634;2128322066;166
T & K PARKING INC.;;1344945;Parking Garage;"61 CHRYSTIE STREET
NEW YORK, NY 10002";10002;40.7168240399,-73.9945571435;9176569896;50
DO GOOD AUTOMOTIVE INC;;1289557;Parking Lot;"2173 GRAND
BRONX, NY 10453";10453;40.8571226148,-73.9068979084;7183643939;20
KNICKERBOCKER GARAGE CORP;GGMC;733235;Parking Garage;"1601 1619 3 AVENUE
NEW YORK, NY 10128";10128;40.7817700006,-73.9506281491;2129966363;220
420 EAST 53RD PARKING LLC;;1312853;Parking Garage;"420 53 STREET
NEW YORK, NY 10022";10022;40.7555351287,-73.9643412228;2127595290;270
CITY PARKING LLC;;1151530;Parking Garage;"525 11 STREET
NEW YORK, NY 10009";10009;40.7279590008,-73.9806557687;2127078993;90
FLATBUSH PARKING SYSTEMS INC.;;1301360;Garage - Parking Lot Combo;"626 FLATBUSH AVENUE
BROOKLYN, NY 11225";11225;40.6580883147,-73.9604674984;7188568113;178
328 WEST 39 STREET PARKING, LLC;;1004391;Parking Garage;"334 336 WEST 39 STREET
NEW YORK, NY 10018";10018;40.7568407746,-73.9966914998;2126869800;35
LIBERTY STREET REALTY LLC;;1184438;Parking Garage;"10 LIBERTY STREET
NEW YORK, NY 10005";10005;40.7076880544,-74.0082550451;2125358670;200
KINNEY PARKING SYSTEM, INC.;CENTRAL PARKING SYSTEM;1225037;Parking Garage;"2500 JOHNSON AVENUE
BRONX, NY 10463";10463;40.8772308079,-73.917899033;7184325834;189
HUDSON TOWER NEWCO, LLC.;;1316344;Parking Garage;"350 ALBANY STREET
NEW YORK, NY 10280";10280;40.710189314,-74.017021303;2129453646;49
605 PARKING CORP;;1341242;Parking Garage;"605 PARK AVENUE
NEW YORK, NY 10065";10065;40.7664140107,-73.9670849992;2127367171;50
MT TOWN CORP;;1298275;Parking Lot;"2801 JEROME AVENUE
BRONX, NY 10468";10468;40.8707924528,-73.8943876052;7189332734;100
EAST RIVER 72 GARAGE LLC;;813280;Parking Garage;"515 72 STREET
NEW YORK, NY 10021";10021;40.7664769633,-73.952866718;2126869800;130
BHC CAR PARK LLC;GGMC;1026761;Parking Garage;"240 260 WILLOUGHBY STREET
BROOKLYN, NY 11201";11201;40.6946782588,-73.9899208684;2129966363;379
444 MANAHATTAN PARKING, CORP.;;1218382;Parking Garage;"444 MANHATTAN AVENUE
NEW YORK, NY 10026";10026;40.8067724392,-73.9555231919;9999999999;33
DUFORD STUDIO GARAGE COMPANY, L.L.C.;;959355;Parking Garage;"127 83 STREET
NEW YORK, NY 10028";10028;40.7777184886,-73.9574082942;2128887400;200
9495 PARKING CORP;;427239;Parking Garage;"1832 2 AVENUE
NEW YORK, NY 10128";10128;40.7833482445,-73.9477495756;2122993900;180
KINNEY SYSTEM INC;KINNEY SYSTEM;898077;Parking Garage;"3414 WAYNE AVENUE
BRONX, NY 10467";10467;40.8796095192,-73.8779364714;2128894444;662
CORNELL UNIVERSITY MEDICAL COLLEGE;;369751;Parking Lot;"404 430 EAST 70 STREET
NEW YORK, NY 10021";10021;40.7692053277,-73.9591839411;2127466080;180
F & T MANAGEMENT & PARKING CORP;;1130048;Parking Lot;"37 02 COLLEGE POINT BOULEVARD
FLUSHING, NY 11355";11355;40.7512997969,-73.8214785479;7188882828;135
MPC PARKING LLC;;1153766;Parking Lot;"1104 1116 2 AVENUE
NEW YORK, NY 10022";10022;40.758630224,-73.9680918222;2126869800;227
CENTRAL PARKING SYSTEM OF NEW YORK INC;;1113135;Parking Garage;"910 924 9 AVENUE
NEW YORK, NY 10019";10019;40.7676116472,-73.9918055002;2126296602;318
WESTBURY REALTY LLC;;1303853;Parking Lot;"1184 RIVER AVENUE
BRONX, NY 10452";10452;40.8351177552,-73.9216039968;7185373101;88
CENTRAL PARKING SYSTEM OF NEW YORK, INC.;;1279598;Parking Lot;"3261 WESTCHESTER AVENUE
BRONX, NY 10461";10461;40.8524890252,-73.8282126098;2125025490;40
SARNO, CATHERINE/SARNO, ANDREW;C.N.A. PARKING;1019603;Parking Lot;"99 101 HOYT STREET
BROOKLYN, NY 11217";11217;40.6823121013,-73.9795671886;7188574267;10
GARRISON AVENUE PARKING LOT CORP.;;1306494;Parking Lot;"941 GARRISON AVENUE
BRONX, NY 10474";10474;40.8181695971,-73.8910119322;3475770752;105
EDISON NY PARKING, LLC;;1037989;Parking Lot;"307 313 WEST 44 STREET
NEW YORK, NY 10036";10036;40.7593468272,-73.9898605544;2126315995;71
CONSOLIDATED PARKING LLC;;469552;Parking Garage;"146 154 3 AVENUE
NEW YORK, NY 10003";10003;40.7319439476,-73.9888721491;2126869800;55
KINNEY PARKING SYSTEM INC;CENTRAL PARKING SYSTEM;1204138;Parking Garage;"107 36 QUEENS BOULEVARD
FOREST HILLS, NY 11375";11375;40.720707263,-73.8462842961;7125025490;69
KINNEY PARKING SYSTEM INC;CENTRAL PARKING SYSTEM;1196437;Parking Garage;"301 66 STREET
NEW YORK, NY 10021";10021;40.6374510361,-74.0218707065;2125025490;70
